stn,time,pva200m0,tre200mn,tre200m0,hns000m0,rre150m0,ure200mn,ure200m0,hto000m0,ets150m0,gre000m0,prestam0,tre200mx,su2000m0,sremaxmv,fkl010m0,nto000m0,tre005mn
21.3,,,,,,,,,,,,,,,,,,
OTL,200609,-,-,16.3,48.18,55,155,973.9,30.8,12.2,19.0,0,220.5,75.3,0,197.6,58,0.8
31.3,,,,,,,,,,,,,,,,,,
OTL,200610,-,-,13.0,25.22,56,97,974.7,25.1,8.4,14.5,0,221.9,79.7,0,160.1,54,0.8
23.8,,,,,,,,,,,,,,,,,,
OTL,200611,-,-,8.1,21.32,51,62,977.5,21.5,1.7,9.2,0,84.8,70.2,0,122.6,54,0.8
13.4,,,,,,,,,,,,,,,,,,
OTL,200612,-,-,6.7,8.98,39,56,982.7,12.4,-1.0,5.0,0,219.9,76.2,0,146.1,69,0.7
30.6,,,,,,,,,,,,,,,,,,
OTL,200701,-,-,6.4,6.35,47,64,976.9,24.0,-3.0,6.4,2,74.0,67.6,0,141.7,63,0.9
19.0,,,,,,,,,,,,,,,,,,
OTL,200702,-,-,6.6,9.17,54,86,970.3,19.5,1.1,7.3,0,31.6,66.5,0,124.3,50,0.9
14.3,,,,,,,,,,,,,,,,,,
OTL,200703,-,-,6.4,45.53,56,162,970.2,19.7,1.7,10.2,0,73.5,52.4,0,200.2,60,1.3
14.3,,,,,,,,,,,,,,,,,,
OTL,200704,-,4.6,10.3,83.62,43,260,973.0,26.5,6.6,16.7,0,30.3,55.5,0,264.4,71,1.6
27.5,,,,,,,,,,,,,,,,,,
OTL,200705,-,6.3,11.4,91.86,58,218,967.7,30.2,7.8,17.4,0,220.8,59.7,0,207.5,51,1.6
16.8,,,,,,,,,,,,,,,,,,
OTL,200706,-,9.7,16.0,69.03,64,241,969.7,29.0,10.8,19.5,0,299.5,72.1,0,201.0,50,1.4
21.5,,,,,,,,,,,,,,,,,,
OTL,200707,23.4,8.9,14.1,153.27,34,289,970.9,32.0,13.1,22.1,0,111.4,54.1,0,313.0,76,1.5
17.2,,,,,,,,,,,,,,,,,,
OTL,200708,21.8,10.2,15.7,78.75,57,207,970.7,29.5,11.0,20.1,0,321.7,68.3,0,210.2,53,1.4
23.9,,,,,,,,,,,,,,,,,,
OTL,200709,18.7,-,11.6,82.01,44,186,973.8,27.5,7.8,16.8,0,198.9,62.2,0,236.6,69,1.4
14.5,,,,,,,,,,,,,,,,,,
OTL,200710,15.3,1.9,10.6,40.32,50,131,976.2,23.5,4.4,13.4,0,11.1,67.6,0,201.7,69,1.3
12.1,,,,,,,,,,,,,,,,,,
OTL,200711,9.1,-6.7,5.8,29.80,44,81,973.3,19.3,-1.4,7.6,0,116.9,55.9,0,158.4,69,1.3
14.1,,,,,,,,,,,,,,,,,,
OTL,200712,-,-7.1,4.8,15.49,33,66,978.1,14.5,-3.3,4.6,0,14.1,57.7,0,162.0,77,1.0
16.5,,,,,,,,,,,,,,,,,,
OTL,200801,3.6,-5.2,5.8,5.55,55,61,978.1,20.7,-0.7,4.8,21,161.5,70.8,1,125.5,56,0.9
6.8,,,,,,,,,,,,,,,,,,
OTL,200802,5.3,-6.6,5.9,13.35,34,114,982.3,15.0,-2.6,6.0,4,39.5,62.9,0,191.0,74,1.1
15.2,,,,,,,,,,,,,,,,,,
OTL,200803,9.1,-4.5,5.5,54.64,51,170,963.4,23.7,-0.3,9.3,1,88.0,47.5,0,216.5,65,1.8
8.4,,,,,,,,,,,,,,,,,,
OTL,200804,11.9,0.3,7.6,63.28,67,169,966.8,23.2,4.3,11.2,0,243.4,59.8,0,165.9,44,1.7
10.8,,,,,,,,,,,,,,,,,,
OTL,200805,17.6,4.2,12.6,64.65,68,213,971.1,25.2,6.1,16.0,0,287.4,70.9,0,185.3,45,1.4
25.7,,,,,,,,,,,,,,,,,,
OTL,200806,21.9,9.9,16.2,75.80,60,246,971.5,31.1,11.3,19.8,0,136.6,71.7,0,211.1,52,1.3
19.7,,,,,,,,,,,,,,,,,,
OTL,200807,22.6,10.4,15.9,112.61,49,259,971.3,29.9,12.3,21.2,0,284.9,64.4,0,263.6,64,1.5
19.8,,,,,,,,,,,,,,,,,,
OTL,200808,22.9,11.4,16.4,92.79,50,227,971.0,31.2,13.6,21.4,0,93.3,65.2,0,254.6,64,1.3
21.9,,,,,,,,,,,,,,,,,,
OTL,200809,19.0,4.2,13.4,47.59,57,162,972.5,25.9,8.1,16.0,0,351.9,73.0,0,189.3,55,1.3
27.1,,,,,,,,,,,,,,,,,,
OTL,200810,15.2,2.5,11.2,30.29,56,105,974.5,22.1,4.9,13.1,0,218.5,75.2,0,156.2,53,1.1
18.8,,,,,,,,,,,,,,,,,,
OTL,200811,9.1,-5.0,8.0,11.91,66,56,971.7,18.1,-0.7,7.4,17,269.6,75.9,1,84.0,37,1.0
21.4,,,,,,,,,,,,,,,,,,
OTL,200812,3.8,-8.6,5.8,8.41,57,43,973.0,20.5,-5.2,3.8,39,172.5,75.3,4,92.9,44,1.0
20.2,,,,,,,,,,,,,,,,,,
OTL,200901,2.6,-7.6,5.3,4.66,57,59,969.4,9.6,-3.3,2.6,27,29.8,72.7,2,109.1,49,0.8
28.3,,,,,,,,,,,,,,,,,,
OTL,200902,3.4,-7.2,4.6,17.56,47,110,968.0,15.4,-2.5,4.8,14,121.2,55.9,1,167.9,68,1.4
13.5,,,,,,,,,,,,,,,,,,
OTL,200903,8.0,-5.4,5.6,58.23,53,164,968.2,22.6,0.4,9.3,0,141.3,50.1,0,216.1,64,1.5
5.3,,,,,,,,,,,,,,,,,,
OTL,200904,13.2,1.9,9.1,52.81,70,173,970.5,25.0,4.2,12.7,0,312.2,65.3,0,157.8,42,1.3
14.0,,,,,,,,,,,,,,,,,,
OTL,200905,18.7,5.3,11.7,106.10,55,254,974.4,31.1,9.3,18.7,0,49.0,55.5,0,249.7,61,1.4
13.3,,,,,,,,,,,,,,,,,,
OTL,200906,20.7,8.8,13.7,112.98,49,277,970.0,29.9,10.6,20.2,0,304.7,59.6,0,256.9,64,1.6
17.0,,,,,,,,,,,,,,,,,,
OTL,200907,22.9,9.5,16.0,117.06,46,274,972.3,31.2,11.0,21.9,0,349.6,61.8,0,275.3,67,1.4
19.9,,,,,,,,,,,,,,,,,,
OTL,200908,23.7,12.0,18.1,93.89,39,245,973.7,31.2,14.9,22.6,0,201.4,66.9,0,285.5,72,1.3
26.3,,,,,,,,,,,,,,,,,,
OTL,200909,20.8,8.7,15.1,58.22,47,182,975.0,27.2,11.7,18.5,0,120.5,72.0,0,232.3,67,1.1
17.8,,,,,,,,,,,,,,,,,,
OTL,200910,15.0,-1.0,9.8,43.68,43,122,972.7,24.6,3.2,13.0,0,148.7,64.2,0,191.4,65,1.3
13.4,,,,,,,,,,,,,,,,,,
OTL,200911,10.2,-0.9,8.6,12.60,63,61,970.4,16.0,3.0,8.3,0,197.6,78.4,0,98.2,43,0.9
24.8,,,,,,,,,,,,,,,,,,
OTL,200912,3.6,-8.5,5.0,10.09,55,51,965.0,14.7,-5.6,3.1,31,130.0,66.3,3,95.6,45,1.0
15.1,,,,,,,,,,,,,,,,,,
OTL,201001,1.6,-7.8,4.7,4.92,60,61,968.1,11.9,-3.9,1.5,15,47.6,69.6,1,99.7,44,1.0
10.7,,,,,,,,,,,,,,,,,,
OTL,201002,3.2,-7.8,5.2,9.07,65,90,962.3,12.3,-3.2,3.9,12,77.2,64.7,1,110.0,45,1.2
14.5,,,,,,,,,,,,,,,,,,
OTL,201003,7.5,-6.0,6.3,34.58,63,137,972.4,17.8,-2.3,7.6,2,154.0,60.0,0,156.1,47,1.4
8.7,,,,,,,,,,,,,,,,,,
OTL,201004,12.5,0.0,8.1,76.00,57,206,973.2,24.3,2.0,12.5,0,104.3,57.6,0,222.7,60,1.5
14.2,,,,,,,,,,,,,,,,,,
OTL,201005,16.3,4.3,10.6,82.84,67,203,967.9,27.4,5.8,14.8,0,406.6,66.2,0,185.1,45,1.4
16.1,,,,,,,,,,,,,,,,,,
OTL,201006,21.1,10.2,15.0,87.87,61,233,969.4,29.3,12.3,19.9,0,226.2,65.2,0,202.8,50,1.5
21.4,,,,,,,,,,,,,,,,,,
OTL,201007,24.9,9.4,16.9,142.17,44,291,972.4,32.6,15.4,24.3,0,68.0,55.7,0,309.1,75,1.6
18.4,,,,,,,,,,,,,,,,,,
OTL,201008,22.4,9.8,16.0,89.29,51,222,971.0,30.5,11.6,20.8,0,221.6,66.2,0,232.7,59,1.4
16.4,,,,,,,,,,,,,,,,,,
OTL,201009,19.2,3.6,12.7,65.90,55,184,970.9,25.8,7.4,17.0,0,114.4,66.4,0,224.5,65,1.4
22.7,,,,,,,,,,,,,,,,,,
OTL,201010,14.1,-0.5,10.2,25.67,61,95,971.2,21.5,2.9,11.4,0,200.4,73.8,0,133.3,45,1.1
16.8,,,,,,,,,,,,,,,,,,
OTL,201011,8.7,-4.7,8.1,11.09,71,55,964.7,15.8,-1.5,7.0,18,280.7,78.7,0,91.5,40,1.0
17.9,,,,,,,,,,,,,,,,,,
OTL,201012,2.9,-9.2,4.5,12.12,55,49,967.6,13.6,-5.4,2.0,19,118.8,64.7,2,105.9,50,1.1
11.7,,,,,,,,,,,,,,,,,,
OTL,201101,2.5,-7.6,5.3,5.86,50,62,975.0,13.6,-3.8,3.2,0,46.4,67.9,0,126.2,56,0.8
14.7,,,,,,,,,,,,,,,,,,
OTL,201102,4.9,-3.9,5.6,12.20,45,103,972.8,18.6,0.0,6.3,0,51.3,60.4,0,150.2,61,0.9
7.8,,,,,,,,,,,,,,,,,,
OTL,201103,8.6,-4.8,7.2,37.62,57,145,976.5,20.2,-0.2,8.9,0,97.7,65.3,0,185.6,55,1.3
20.3,,,,,,,,,,,,,,,,,,
OTL,201104,15.2,1.6,8.2,102.33,46,237,972.9,31.8,6.5,16.1,0,34.3,47.3,0,272.9,73,1.6
9.2,,,,,,,,,,,,,,,,,,
OTL,201105,19.1,4.8,11.3,117.29,46,272,974.1,29.0,8.9,18.3,0,77.8,54.5,0,283.4,69,1.5
18.1,,,,,,,,,,,,,,,,,,
OTL,201106,21.2,10.0,15.5,76.99,60,229,972.2,30.9,11.9,19.3,0,244.0,70.6,0,191.4,47,1.2
13.4,,,,,,,,,,,,,,,,,,
OTL,201107,22.1,9.5,14.9,105.71,54,240,968.4,29.6,11.4,20.1,0,382.6,64.7,0,231.5,56,1.4
17.9,,,,,,,,,,,,,,,,,,
OTL,201108,23.7,9.5,16.9,104.98,39,242,972.1,32.5,14.1,22.4,0,212.4,62.9,0,281.5,71,1.2
19.3,,,,,,,,,,,,,,,,,,
OTL,201109,21.5,8.0,15.8,61.00,41,184,973.9,29.5,10.4,19.9,0,118.4,68.4,0,238.0,69,1.1
25.9,,,,,,,,,,,,,,,,,,
OTL,201110,15.6,-0.8,9.8,44.78,41,131,977.1,27.0,3.1,13.1,0,70.0,65.7,0,210.0,71,1.2
16.8,,,,,,,,,,,,,,,,,,
OTL,201111,9.5,-1.4,8.1,16.59,43,72,979.0,15.2,1.8,8.0,0,226.5,74.0,0,145.0,63,0.7
39.7,,,,,,,,,,,,,,,,,,
OTL,201112,5.6,-4.0,5.4,11.93,49,55,973.8,15.5,-0.9,5.5,0,16.9,60.1,0,115.1,54,1.0
17.6,,,,,,,,,,,,,,,,,,
OTL,201201,3.6,-6.8,4.9,7.73,42,68,976.1,17.0,-3.7,4.5,25,72.5,59.4,2,140.3,62,1.1
14.1,,,,,,,,,,,,,,,,,,
OTL,201202,3.4,-13.0,4.1,17.00,39,117,975.0,24.5,-9.5,3.1,8,3.3,54.6,7,177.4,69,1.3
12.6,,,,,,,,,,,,,,,,,,
OTL,201203,10.0,-1.4,6.7,61.68,36,172,979.2,25.6,1.9,12.4,0,126.5,49.8,0,240.6,72,1.4
8.9,,,,,,,,,,,,,,,,,,
OTL,201204,12.5,-0.6,8.7,43.98,72,160,963.5,26.3,2.0,10.8,0,260.4,69.2,0,134.7,36,1.3
13.8,,,,,,,,,,,,,,,,,,
OTL,201205,17.3,3.3,11.2,91.55,57,236,971.5,28.9,6.9,16.2,0,190.2,62.7,0,228.3,56,1.5
16.7,,,,,,,,,,,,,,,,,,
OTL,201206,21.9,8.6,16.0,88.95,59,254,970.8,30.8,11.7,21.0,0,142.9,65.6,0,225.3,56,1.3
22.9,,,,,,,,,,,,,,,,,,
OTL,201207,23.7,8.6,16.1,121.32,45,274,971.0,32.1,14.6,22.5,0,140.1,60.4,0,273.4,66,1.4
16.7,,,,,,,,,,,,,,,,,,
OTL,201208,23.8,10.1,17.6,95.38,47,231,973.2,33.9,12.9,23.0,0,153.7,63.7,0,251.7,64,1.2
17.0,,,,,,,,,,,,,,,,,,
OTL,201209,19.6,7.8,13.6,57.91,57,161,972.4,27.7,11.1,17.9,0,234.7,67.2,0,189.3,55,1.2
19.6,,,,,,,,,,,,,,,,,,
OTL,201210,15.3,-2.7,11.7,23.71,54,104,970.2,22.6,1.2,13.0,0,205.9,76.4,0,146.8,50,1.1
14.5,,,,,,,,,,,,,,,,,,
OTL,201211,10.0,-1.6,8.3,15.11,62,67,971.1,19.1,2.5,8.7,0,288.6,73.5,0,113.3,50,0.8
20.0,,,,,,,,,,,,,,,,,,
OTL,201212,4.2,-6.6,4.9,13.51,51,57,971.6,13.4,-2.9,3.6,18,44.1,62.5,2,130.0,61,1.0
12.5,,,,,,,,,,,,,,,,,,
OTL,201301,3.8,-4.9,5.0,7.61,50,67,968.3,22.6,-1.5,4.9,3,24.0,60.1,0,133.4,59,1.2
12.1,,,,,,,,,,,,,,,,,,
OTL,201302,3.5,-7.3,4.2,12.25,51,105,967.2,12.4,-3.6,3.6,18,26.3,54.8,1,141.9,57,1.4
4.6,,,,,,,,,,,,,,,,,,
OTL,201303,7.0,-4.8,6.4,32.14,61,131,963.3,16.3,-1.1,6.4,11,98.6,67.9,0,155.1,46,1.2
6.0,,,,,,,,,,,,,,,,,,
OTL,201304,12.4,-1.0,9.9,47.92,69,166,970.7,24.4,2.7,12.0,0,347.3,71.8,0,165.3,44,1.4
20.8,,,,,,,,,,,,,,,,,,
OTL,201305,15.7,4.0,10.3,68.18,70,199,967.2,23.9,6.1,14.1,0,300.5,66.0,0,160.2,39,1.5
15.8,,,,,,,,,,,,,,,,,,
OTL,201306,20.8,6.0,13.5,120.14,51,291,972.4,31.5,10.3,20.2,0,52.6,57.4,0,267.9,66,1.5
17.3,,,,,,,,,,,,,,,,,,
OTL,201307,24.1,11.7,17.4,118.58,44,286,974.6,33.5,14.5,23.3,0,113.6,62.5,0,297.1,72,1.4
26.9,,,,,,,,,,,,,,,,,,
OTL,201308,23.1,10.3,16.1,108.83,43,250,973.4,32.8,13.9,22.3,0,72.9,61.4,0,278.1,70,1.3
19.6,,,,,,,,,,,,,,,,,,
OTL,201309,19.9,6.4,13.8,70.60,53,182,971.8,29.3,10.2,18.4,0,221.8,66.2,0,224.8,65,1.2
20.0,,,,,,,,,,,,,,,,,,
OTL,201310,15.6,3.5,12.9,12.93,81,74,975.5,20.1,4.3,13.2,0,287.6,84.7,0,72.7,25,1.1
35.7,,,,,,,,,,,,,,,,,,
OTL,201311,10.6,-6.2,7.8,16.46,58,61,970.0,17.3,-1.2,8.0,1,146.3,70.7,0,101.9,45,1.2
11.7,,,,,,,,,,,,,,,,,,
OTL,201312,5.4,-5.2,5.7,14.96,39,57,979.5,17.0,-0.8,5.6,0,255.8,64.0,0,139.1,66,0.8
17.1,,,,,,,,,,,,,,,,,,
OTL,201401,4.1,-5.9,6.2,4.40,65,53,968.9,14.8,-1.3,4.5,28,212.7,74.5,2,91.5,41,0.9
17.4,,,,,,,,,,,,,,,,,,
OTL,201402,4.8,-2.3,6.8,6.95,69,74,969.1,14.5,-0.2,5.3,12,285.7,78.3,1,91.6,37,0.9
18.7,,,,,,,,,,,,,,,,,,
OTL,201403,8.8,-1.4,6.8,50.78,45,167,971.9,26.3,0.0,10.8,0,125.1,55.2,0,223.3,67,1.4
11.3,,,,,,,,,,,,,,,,,,
OTL,201404,13.6,-0.5,8.9,74.33,56,207,969.1,24.9,2.9,14.0,0,132.9,57.7,0,211.8,57,1.7
10.1,,,,,,,,,,,,,,,,,,
OTL,201405,17.0,3.5,10.1,101.60,57,257,971.0,26.1,8.0,16.2,0,82.8,55.9,0,236.9,58,1.8
13.8,,,,,,,,,,,,,,,,,,
OTL,201406,21.3,8.9,14.9,100.00,56,274,972.2,32.2,11.6,20.3,0,159.3,64.3,0,252.0,62,1.6
21.6,,,,,,,,,,,,,,,,,,
OTL,201407,21.9,7.8,17.1,68.43,64,223,970.3,30.1,11.7,20.2,0,269.0,73.4,0,189.6,46,1.4
26.8,,,,,,,,,,,,,,,,,,
OTL,201408,21.9,7.0,16.7,62.49,63,203,970.7,28.8,12.8,19.6,0,347.7,73.8,0,186.6,47,1.4
20.9,,,,,,,,,,,,,,,,,,
OTL,201409,20.2,6.8,14.3,56.53,51,174,973.5,26.7,10.8,18.0,0,60.1,70.1,0,198.5,58,1.3
12.3,,,,,,,,,,,,,,,,,,
OTL,201410,16.6,2.6,13.2,23.49,60,104,975.1,22.6,5.9,14.5,0,326.9,78.9,0,145.2,49,1.3
19.5,,,,,,,,,,,,,,,,,,
OTL,201411,10.1,0.9,10.1,8.32,73,48,970.7,17.2,4.0,9.3,0,732.6,85.7,0,75.4,33,1.0
45.5,,,,,,,,,,,,,,,,,,
OTL,201412,7.4,-4.9,6.9,9.47,55,52,974.5,14.1,-1.3,6.6,0,46.6,69.1,0,102.6,48,1.1
7.4,,,,,,,,,,,,,,,,,,
OTL,201501,4.5,-4.6,5.2,7.52,49,64,973.2,20.5,-1.7,5.2,14,126.7,60.0,1,125.9,56,1.2
12.8,,,,,,,,,,,,,,,,,,
OTL,201502,4.0,-5.2,5.3,10.80,55,90,970.4,14.4,-1.1,4.9,35,130.0,63.5,3,121.8,49,1.2
14.6,,,,,,,,,,,,,,,,,,
OTL,201503,8.3,-3.4,6.7,39.73,56,142,974.7,22.8,2.3,9.5,0,50.9,58.6,0,177.2,53,1.4
10.8,,,,,,,,,,,,,,,,,,
OTL,201504,12.9,-0.2,7.4,98.54,46,222,974.8,25.7,3.8,14.0,0,113.8,47.9,0,251.2,67,2.0
9.8,,,,,,,,,,,,,,,,,,
OTL,201505,17.6,6.2,12.2,82.99,63,221,971.5,26.3,8.1,17.0,0,230.4,64.5,0,209.0,51,1.7
17.0,,,,,,,,,,,,,,,,,,
OTL,201506,21.5,9.8,15.5,104.74,52,279,974.1,31.5,12.8,21.1,0,83.1,63.4,0,259.1,64,1.5
18.0,,,,,,,,,,,,,,,,,,
OTL,201507,24.7,12.3,18.6,138.21,40,287,972.0,36.8,17.8,25.8,0,51.4,56.7,0,308.2,75,1.7
20.1,,,,,,,,,,,,,,,,,,
OTL,201508,23.0,10.1,17.7,86.25,49,220,973.2,34.9,14.4,22.3,0,130.3,67.9,0,247.5,63,1.5
30.2,,,,,,,,,,,,,,,,,,
OTL,201509,19.1,6.6,13.5,46.94,62,146,972.9,26.5,9.6,16.7,0,219.4,71.1,0,154.5,45,1.5
28.4,,,,,,,,,,,,,,,,,,
OTL,201510,14.9,2.0,11.4,24.60,55,113,973.6,21.0,6.4,12.4,0,207.7,79.2,0,175.4,60,1.1
34.3,,,,,,,,,,,,,,,,,,
OTL,201511,11.1,-4.9,7.6,27.07,32,91,976.6,20.6,0.1,10.1,0,0.5,59.5,0,185.1,81,1.0
16.6,,,,,,,,,,,,,,,,,,
OTL,201512,6.9,-3.1,6.2,14.40,29,67,986.3,19.5,1.9,6.7,0,0.3,62.8,0,166.9,79,0.7
21.9,,,,,,,,,,,,,,,,,,
OTL,201601,4.8,-7.8,5.4,6.43,47,66,972.4,14.1,-2.9,4.3,0,27.9,64.4,0,128.9,57,1.1
11.2,,,,,,,,,,,,,,,,,,
OTL,201602,6.3,-3.3,6.5,8.30,66,80,969.4,19.7,0.2,6.4,0,147.3,69.0,0,103.9,40,1.3
15.0,,,,,,,,,,,,,,,,,,
OTL,201603,8.0,-3.3,6.4,44.85,48,163,968.6,19.3,-0.2,8.8,22,137.6,56.6,2,208.6,62,1.5
17.3,,,,,,,,,,,,,,,,,,
OTL,201604,13.4,2.0,9.4,57.19,69,178,968.7,22.8,5.7,12.8,0,230.8,64.6,0,155.4,42,1.7
11.7,,,,,,,,,,,,,,,,,,
OTL,201605,16.0,3.2,10.6,83.81,66,208,969.7,25.5,6.0,15.5,0,250.2,62.5,0,183.0,45,1.6
12.1,,,,,,,,,,,,,,,,,,
OTL,201606,20.5,8.1,15.4,75.75,61,259,970.7,31.1,11.1,19.4,0,228.0,69.7,0,210.1,52,1.6
22.0,,,,,,,,,,,,,,,,,,
OTL,201607,23.1,10.7,17.4,116.89,45,269,973.4,31.8,14.4,22.7,0,78.5,63.5,0,275.1,67,1.5
19.7,,,,,,,,,,,,,,,,,,
OTL,201608,22.5,9.3,16.9,105.01,41,251,975.3,30.8,14.4,22.1,0,129.5,63.9,0,287.9,73,1.6
20.3,,,,,,,,,,,,,,,,,,
OTL,201609,21.0,8.0,15.3,68.38,48,194,975.0,29.5,12.3,20.3,0,67.1,65.8,0,237.8,69,1.4
23.0,,,,,,,,,,,,,,,,,,
OTL,201610,15.1,0.7,10.7,27.48,56,104,975.7,23.2,4.8,11.9,0,104.2,77.3,0,149.8,51,1.1
21.1,,,,,,,,,,,,,,,,,,
OTL,201611,10.6,-4.2,8.3,13.15,70,56,973.1,18.3,0.3,8.0,0,215.4,76.4,0,80.7,35,1.3
21.3,,,,,,,,,,,,,,,,,,
OTL,201612,6.4,-5.0,5.8,14.63,34,64,984.3,18.6,-0.2,6.4,0,3.4,61.3,0,161.4,76,0.9
8.7,,,,,,,,,,,,,,,,,,
OTL,201701,3.0,-8.0,3.9,9.29,31,76,977.0,13.6,-3.5,2.2,7,5.5,55.5,0,162.6,72,1.3
13.0,,,,,,,,,,,,,,,,,,
OTL,201702,5.8,-2.5,6.7,9.33,64,83,975.1,15.2,1.0,6.4,0,92.7,71.6,0,105.3,43,1.1
19.9,,,,,,,,,,,,,,,,,,
OTL,201703,9.6,-0.3,7.5,45.58,55,150,973.4,24.6,3.2,11.7,0,156.4,56.9,0,196.3,58,1.5
8.0,,,,,,,,,,,,,,,,,,
OTL,201704,13.6,-3.8,7.7,99.86,44,230,972.6,25.7,1.8,13.8,0,155.7,49.9,0,262.2,70,2.0
4.6,,,,,,,,,,,,,,,,,,
OTL,201705,17.0,1.1,11.8,101.74,53,258,972.9,30.0,4.4,17.3,0,142.6,61.4,0,256.8,63,1.6
16.7,,,,,,,,,,,,,,,,,,
OTL,201706,21.9,7.8,16.9,105.68,49,277,971.7,32.7,11.3,22.1,0,312.5,64.6,0,268.3,66,1.7
16.6,,,,,,,,,,,,,,,,,,
OTL,201707,23.0,8.9,16.3,122.95,46,286,972.2,31.4,11.9,22.8,0,46.1,59.4,0,286.8,70,1.6
20.5,,,,,,,,,,,,,,,,,,
OTL,201708,22.7,9.6,17.4,91.85,48,223,974.0,34.5,13.1,22.7,0,380.6,63.9,0,244.0,62,1.4
28.4,,,,,,,,,,,,,,,,,,
OTL,201709,18.3,3.5,12.1,55.74,61,167,972.1,26.3,8.4,16.3,0,151.4,66.4,0,185.3,54,1.5
21.3,,,,,,,,,,,,,,,,,,
OTL,201710,15.8,3.6,9.7,51.87,33,141,977.0,25.1,8.3,14.8,0,0.5,58.5,0,231.7,79,1.3
13.8,,,,,,,,,,,,,,,,,,
OTL,201711,10.3,-3.9,6.5,22.52,47,75,972.3,16.5,0.4,7.9,0,117.3,61.0,0,134.5,59,1.2
15.4,,,,,,,,,,,,,,,,,,
OTL,201712,5.0,-6.2,4.8,12.88,47,57,973.4,13.9,-2.4,3.2,27,124.2,63.7,6,126.8,60,1.1
12.4,,,,,,,,,,,,,,,,,,
OTL,201801,5.4,-3.8,7.0,3.57,64,55,974.0,13.7,0.4,5.3,2,94.6,79.0,0,100.5,45,1.0
21.1,,,,,,,,,,,,,,,,,,
OTL,201802,5.1,-10.1,4.9,11.58,60,96,968.5,11.6,-7.5,3.3,1,13.1,61.9,0,127.1,51,1.5
12.6,,,,,,,,,,,,,,,,,,
OTL,201803,7.5,-5.3,6.8,30.76,71,123,961.5,17.4,-3.8,6.9,6,142.8,70.0,0,133.4,40,1.4
14.5,,,,,,,,,,,,,,,,,,
OTL,201804,13.2,0.3,9.8,69.91,56,196,972.1,27.6,4.9,14.6,0,142.9,61.3,0,199.2,53,1.5
16.8,,,,,,,,,,,,,,,,,,
OTL,201805,18.1,6.6,14.1,49.97,70,220,971.2,27.8,9.5,16.8,0,156.0,74.6,0,180.2,44,1.5
35.2,,,,,,,,,,,,,,,,,,
OTL,201806,21.7,7.7,15.2,123.84,46,311,971.0,32.5,14.1,21.7,0,42.6,60.2,0,289.9,72,1.6
11.2,,,,,,,,,,,,,,,,,,
OTL,201807,23.2,12.3,17.3,136.02,40,315,971.1,34.3,16.0,24.1,0,67.5,59.2,0,320.2,78,1.9
19.5,,,,,,,,,,,,,,,,,,
OTL,201808,23.5,9.6,18.0,98.77,47,259,973.2,35.0,13.8,23.3,0,162.2,64.1,0,278.2,70,1.6
17.5,,,,,,,,,,,,,,,,,,
OTL,201809,21.0,5.2,15.6,63.85,41,206,976.5,28.8,9.8,19.9,0,41.3,67.3,0,251.8,73,1.4
16.9,,,,,,,,,,,,,,,,,,
OTL,201810,16.5,3.8,12.1,34.25,55,109,973.9,30.5,7.5,15.1,0,367.9,71.7,0,171.2,58,1.4
17.4,,,,,,,,,,,,,,,,,,
OTL,201811,10.9,-1.2,9.8,5.08,79,39,974.6,17.2,1.5,8.7,0,216.8,84.9,0,33.0,14,0.9
21.5,,,,,,,,,,,,,,,,,,
OTL,201812,6.4,-6.4,5.6,12.85,42,65,976.7,18.2,-2.0,5.6,3,17.9,62.3,0,142.1,67,1.1
11.5,,,,,,,,,,,,,,,,,,
OTL,201901,4.5,-,4.0,11.01,39,78,968.4,17.2,-2.4,5.0,0,4.8,47.7,0,167.0,74,1.7
9.1,,,,,,,,,,,,,,,,,,
OTL,201902,5.2,-3.4,5.1,18.64,31,124,978.3,21.4,-0.4,7.5,15,43.9,52.0,1,196.8,80,1.2
9.0,,,,,,,,,,,,,,,,,,
OTL,201903,8.9,-2.7,5.5,69.42,33,186,975.0,22.6,2.3,10.7,0,67.1,45.0,0,264.1,79,1.8
8.1,,,,,,,,,,,,,,,,,,
OTL,201904,12.3,1.6,8.3,62.38,69,180,969.2,24.3,4.2,12.7,0,230.2,59.5,0,162.1,43,1.8
17.5,,,,,,,,,,,,,,,,,,
OTL,201905,15.5,0.8,9.7,99.51,60,239,968.3,25.3,5.8,14.7,0,90.2,59.1,0,225.7,55,1.9
15.5,,,,,,,,,,,,,,,,,,
OTL,201906,21.6,9.2,16.6,110.34,44,284,973.0,34.9,14.0,22.4,0,105.4,62.6,0,271.9,67,1.5
22.5,,,,,,,,,,,,,,,,,,
OTL,201907,23.6,12.2,17.9,116.62,43,279,970.3,35.5,13.6,24.2,0,77.5,60.5,0,277.6,67,1.6
17.8,,,,,,,,,,,,,,,,,,
OTL,201908,22.5,11.2,18.4,76.98,55,215,973.3,31.0,15.1,22.1,0,294.1,70.1,0,226.4,57,1.3
27.9,,,,,,,,,,,,,,,,,,
OTL,201909,20.6,7.6,14.8,50.64,56,173,974.5,28.3,10.3,18.4,0,88.0,70.2,0,194.4,56,1.2
29.6,,,,,,,,,,,,,,,,,,
OTL,201910,16.3,4.5,12.5,27.69,57,104,973.7,24.0,8.1,14.2,0,307.6,77.8,0,150.1,51,1.2
18.0,,,,,,,,,,,,,,,,,,
